Year,day,home_team_name,away_team_name
2019,126,Angels,Braves
2019,126,Rays,Brewers
2019,126,Rangers,Cubs
2019,127,Blue Jays,Angels
2019,127,Mariners,Orioles
2019,127,Brewers,Athletics
2019,127,Red Sox,Marlins
2019,127,Cardinals,Rangers
2019,127,Nationals,Giants
2019,127,White Sox,Indians
2019,127,Pirates,Rays
2019,127,Diamondbacks,Yankees
2019,127,Rockies,Cubs
2019,127,Twins,Phillies
2019,127,Royals,Braves
2019,127,Reds,Astros
2019,127,Padres,Tigers
2019,127,Dodgers,Mets
2019,128,Cubs,Tigers
2019,128,Red Sox,Orioles
2019,128,Phillies,Athletics
2019,128,Giants,Pirates
2019,128,Diamondbacks,Mets
2019,128,Twins,Yankees
2019,128,Cardinals,Dodgers
2019,128,Padres,Marlins
2019,128,Rays,Reds
2019,128,Angels,Indians
2019,128,Mariners,Rangers
2019,128,Braves,Blue Jays
2019,128,Nationals,Astros
2019,128,Rockies,White Sox
2019,128,Royals,Brewers
2019,129,Cardinals,Tigers
2019,129,Reds,White Sox
2019,129,Indians,Marlins
2019,129,Angels,Astros
2019,129,Blue Jays,Orioles
2019,129,Rangers,Diamondbacks
2019,129,Dodgers,Red Sox
2019,129,Padres,Athletics
2019,129,Braves,Giants
2019,129,Rockies,Nationals
2019,129,Cubs,Yankees
2019,129,Pirates,Rays
2019,129,Mets,Phillies
2019,129,Twins,Royals
2019,129,Mariners,Brewers
2019,130,Rays,Diamondbacks
2019,130,Royals,Brewers
2019,130,Dodgers,Mariners
2019,130,Indians,Twins
2019,130,Tigers,Marlins
2019,130,Yankees,Phillies
2019,130,Blue Jays,Angels
2019,130,Astros,Braves
2019,130,Nationals,Red Sox
2019,130,Cubs,Mets
2019,130,Cardinals,Padres
2019,130,Pirates,Rockies
2019,130,Orioles,Athletics
2019,130,Rangers,Reds
2019,130,White Sox,Giants
2019,131,Diamondbacks,Astros
2019,131,Pirates,Angels
2019,131,Nationals,Yankees
2019,131,Phillies,Brewers
2019,131,Rangers,Padres
2019,131,Mets,Giants
2019,131,Marlins,Rockies
2019,131,Cubs,Red Sox
2019,131,White Sox,Twins
2019,131,Tigers,Reds
2019,131,Blue Jays,Athletics
2019,131,Dodgers,Indians
2019,131,Rays,Mariners
2019,131,Orioles,Cardinals
2019,131,Braves,Royals
2019,132,Phillies,Astros
2019,132,Braves,Reds
2019,132,Mariners,Tigers
2019,132,Angels,Nationals
2019,132,Pirates,Rays
2019,132,Yankees,Red Sox
2019,132,Blue Jays,Dodgers
2019,132,White Sox,Brewers
2019,132,Padres,Orioles
2019,132,Marlins,Indians
2019,132,Rangers,Cardinals
2019,132,Twins,Rockies
2019,132,Diamondbacks,Royals
2019,132,Cubs,Mets
2019,132,Athletics,Giants
2019,133,Rangers,Mets
2019,133,Rockies,Marlins
2019,133,Diamondbacks,Astros
2019,133,Royals,Phillies
2019,133,Athletics,Orioles
2019,133,Indians,Angels
2019,133,Braves,Rays
2019,133,Red Sox,Nationals
2019,133,Padres,Yankees
2019,133,Reds,Cardinals
2019,133,White Sox,Pirates
2019,133,Brewers,Mariners
2019,133,Tigers,Twins
2019,133,Cubs,Dodgers
2019,133,Giants,Blue Jays
2019,134,Padres,Phillies
2019,134,Rays,Angels
2019,134,Yankees,Mets
2019,134,Tigers,White Sox
2019,134,Nationals,Diamondbacks
2019,134,Rangers,Red Sox
2019,134,Mariners,Marlins
2019,134,Astros,Blue Jays
2019,134,Giants,Rockies
2019,134,Indians,Brewers
2019,134,Royals,Twins
2019,134,Reds,Cubs
2019,134,Orioles,Dodgers
2019,134,Braves,Athletics
2019,134,Pirates,Cardinals
2019,135,Athletics,Marlins
2019,135,Braves,Rays
2019,135,Red Sox,White Sox
2019,135,Pirates,Brewers
2019,135,Cardinals,Tigers
2019,135,Phillies,Dodgers
2019,135,Twins,Royals
2019,135,Blue Jays,Orioles
2019,135,Mets,Yankees
2019,135,Rockies,Indians
2019,135,Rangers,Mariners
2019,135,Giants,Reds
2019,135,Angels,Diamondbacks
2019,135,Astros,Cubs
2019,135,Padres,Nationals
2019,136,Marlins,White Sox
2019,136,Giants,Red Sox
2019,136,Rays,Yankees
2019,136,Athletics,Tigers
2019,136,Mariners,Rangers
2019,136,Blue Jays,Cardinals
2019,136,Phillies,Brewers
2019,136,Indians,Braves
2019,136,Padres,Reds
2019,136,Dodgers,Astros
2019,136,Twins,Cubs
2019,136,Rockies,Angels
2019,136,Royals,Orioles
2019,136,Pirates,Mets
2019,136,Nationals,Diamondbacks
2019,137,Brewers,Nationals
2019,137,Red Sox,Athletics
2019,137,Dodgers,Rockies
2019,137,Blue Jays,Indians
2019,137,Mets,Cubs
2019,137,Padres,Marlins
2019,137,White Sox,Diamondbacks
2019,137,Astros,Pirates
2019,137,Rangers,Braves
2019,137,Giants,Cardinals
2019,137,Royals,Reds
2019,137,Orioles,Angels
2019,137,Yankees,Tigers
2019,137,Mariners,Rays
2019,137,Phillies,Twins
2019,138,Rockies,Indians
2019,138,Braves,Blue Jays
2019,138,Astros,Nationals
2019,138,Phillies,Orioles
2019,138,Tigers,Pirates
2019,138,Brewers,Giants
2019,138,Reds,Dodgers
2019,138,White Sox,Cardinals
2019,138,Cubs,Rays
2019,138,Rangers,Angels
2019,138,Royals,Marlins
2019,138,Mets,Padres
2019,138,Diamondbacks,Yankees
2019,138,Twins,Red Sox
2019,138,Athletics,Mariners
2019,139,Royals,Astros
2019,139,Indians,Twins
2019,139,Cardinals,Angels
2019,139,White Sox,Pirates
2019,139,Athletics,Nationals
2019,139,Phillies,Diamondbacks
2019,139,Mariners,Giants
2019,139,Braves,Rays
2019,139,Yankees,Padres
2019,139,Rockies,Tigers
2019,139,Rangers,Cubs
2019,139,Marlins,Orioles
2019,139,Dodgers,Blue Jays
2019,139,Mets,Red Sox
2019,139,Reds,Brewers
2019,140,Indians,Cubs
2019,140,Mets,Phillies
2019,140,Cardinals,Giants
2019,140,Angels,Mariners
2019,140,Athletics,Diamondbacks
2019,140,Royals,Yankees
2019,140,Padres,Nationals
2019,140,Braves,Rockies
2019,140,Rays,Rangers
2019,140,Orioles,Brewers
2019,140,Tigers,Reds
2019,140,Dodgers,Twins
2019,140,Blue Jays,White Sox
2019,140,Marlins,Astros
2019,140,Red Sox,Pirates
2019,141,Athletics,Red Sox
2019,141,Cubs,White Sox
2019,141,Tigers,Reds
2019,141,Orioles,Rangers
2019,141,Mariners,Nationals
2019,141,Cardinals,Mets
2019,141,Marlins,Braves
2019,141,Dodgers,Indians
2019,141,Padres,Yankees
2019,141,Phillies,Rays
2019,141,Royals,Rockies
2019,141,Angels,Pirates
2019,141,Blue Jays,Astros
2019,141,Twins,Brewers
2019,141,Diamondbacks,Giants
2019,142,Yankees,Red Sox
2019,142,Phillies,Royals
2019,142,Brewers,Diamondbacks
2019,142,Blue Jays,Dodgers
2019,142,Twins,Mariners
2019,142,Rangers,Giants
2019,142,Nationals,Tigers
2019,142,Mets,Reds
2019,142,Astros,Cardinals
2019,142,Cubs,Pirates
2019,142,Orioles,Braves
2019,142,Rays,Angels
2019,142,White Sox,Marlins
2019,142,Athletics,Padres
2019,142,Indians,Rockies
2019,143,Rockies,Angels
2019,143,Dodgers,Mets
2019,143,Diamondbacks,Athletics
2019,143,Yankees,Rangers
2019,143,Reds,Indians
2019,143,Nationals,Orioles
2019,143,Padres,Astros
2019,143,Marlins,Phillies
2019,143,Twins,Mariners
2019,143,Braves,Cubs
2019,143,Giants,Brewers
2019,143,Blue Jays,Tigers
2019,143,Pirates,White Sox
2019,143,Red Sox,Rays
2019,143,Cardinals,Royals
2019,144,Royals,Mets
2019,144,Rangers,Giants
2019,144,Braves,Pirates
2019,144,Dodgers,Yankees
2019,144,Brewers,Mariners
2019,144,Indians,Reds
2019,144,Rockies,Blue Jays
2019,144,Cubs,Orioles
2019,144,Nationals,Cardinals
2019,144,Phillies,Padres
2019,144,Angels,Astros
2019,144,Twins,Marlins
2019,144,Rays,Tigers
2019,144,Red Sox,White Sox
2019,144,Diamondbacks,Athletics
2019,145,Phillies,Twins
2019,145,Mariners,Blue Jays
2019,145,Padres,Tigers
2019,145,Yankees,Pirates
2019,145,Giants,Rangers
2019,145,Diamondbacks,Cardinals
2019,145,Mets,Rockies
2019,145,Red Sox,Rays
2019,145,Dodgers,Nationals
2019,145,Astros,Marlins
2019,145,Indians,Braves
2019,145,Athletics,White Sox
2019,145,Angels,Orioles
2019,145,Brewers,Royals
2019,145,Reds,Cubs
2019,146,Mets,Yankees
2019,146,Angels,Rays
2019,146,Marlins,Pirates
2019,146,Royals,Astros
2019,146,Braves,Rangers
2019,146,Dodgers,Blue Jays
2019,146,Rockies,Tigers
2019,146,Cardinals,Athletics
2019,146,Diamondbacks,Reds
2019,146,Cubs,Padres
2019,146,Brewers,White Sox
2019,146,Orioles,Nationals
2019,146,Red Sox,Phillies
2019,146,Giants,Mariners
2019,146,Twins,Indians
2019,147,Tigers,Yankees
2019,147,Mariners,Brewers
2019,147,Angels,Braves
2019,147,Athletics,Rangers
2019,147,Royals,Orioles
2019,147,Nationals,White Sox
2019,147,Blue Jays,Red Sox
2019,147,Reds,Rockies
2019,147,Cubs,Giants
2019,147,Marlins,Indians
2019,147,Pirates,Phillies
2019,147,Rays,Padres
2019,147,Astros,Mets
2019,147,Twins,Diamondbacks
2019,147,Cardinals,Dodgers
2019,148,Blue Jays,Padres
2019,148,Rockies,Angels
2019,148,Twins,Phillies
2019,148,Athletics,Brewers
2019,148,Diamondbacks,Orioles
2019,148,White Sox,Rays
2019,148,Rangers,Cubs
2019,148,Indians,Pirates
2019,148,Cardinals,Red Sox
2019,148,Astros,Braves
2019,148,Royals,Giants
2019,148,Yankees,Reds
2019,148,Nationals,Mets
2019,148,Tigers,Marlins
2019,148,Mariners,Dodgers
2019,149,Yankees,Orioles
2019,149,Dodgers,Phillies
2019,149,Cardinals,Indians
2019,149,Blue Jays,Diamondbacks
2019,149,Pirates,Reds
2019,149,Giants,White Sox
2019,149,Mariners,Brewers
2019,149,Angels,Rays
2019,149,Tigers,Cubs
2019,149,Twins,Rockies
2019,149,Red Sox,Nationals
2019,149,Astros,Royals
2019,149,Athletics,Rangers
2019,149,Marlins,Mets
2019,149,Braves,Padres
2019,150,Rays,Reds
2019,150,Indians,Blue Jays
2019,150,Orioles,Yankees
2019,150,Rockies,Angels
2019,150,Tigers,Marlins
2019,150,Royals,Braves
2019,150,Pirates,Rangers
2019,150,Cardinals,White Sox
2019,150,Mets,Nationals
2019,150,Red Sox,Astros
2019,150,Diamondbacks,Athletics
2019,150,Cubs,Dodgers
2019,150,Giants,Brewers
2019,150,Mariners,Phillies
2019,150,Padres,Twins
2019,151,Rays,Reds
2019,151,Giants,Blue Jays
2019,151,Marlins,Dodgers
2019,151,Phillies,Brewers
2019,151,Indians,Mets
2019,151,White Sox,Rangers
2019,151,Athletics,Pirates
2019,151,Nationals,Royals
2019,151,Mariners,Braves
2019,151,Red Sox,Rockies
2019,151,Cubs,Yankees
2019,151,Cardinals,Padres
2019,151,Astros,Angels
2019,151,Orioles,Diamondbacks
2019,151,Tigers,Twins
2019,152,Braves,Yankees
2019,152,Twins,Cubs
2019,152,Tigers,Rockies
2019,152,Cardinals,White Sox
2019,152,Athletics,Giants
2019,152,Blue Jays,Royals
2019,152,Pirates,Dodgers
2019,152,Rays,Nationals
2019,152,Mariners,Phillies
2019,152,Rangers,Mets
2019,152,Marlins,Indians
2019,152,Padres,Red Sox
2019,152,Astros,Diamondbacks
2019,152,Orioles,Angels
2019,152,Brewers,Reds
2019,153,Diamondbacks,Brewers
2019,153,Orioles,Cardinals
2019,153,Mariners,Red Sox
2019,153,Pirates,Reds
2019,153,Cubs,Rockies
2019,153,Athletics,Yankees
2019,153,Astros,Blue Jays
2019,153,Tigers,Marlins
2019,153,Braves,Twins
2019,153,Rangers,Mets
2019,153,Giants,Phillies
2019,153,Rays,Royals
2019,153,Indians,White Sox
2019,153,Nationals,Angels
2019,153,Padres,Dodgers
2019,154,Orioles,Royals
2019,154,Rockies,Mets
2019,154,Tigers,Marlins
2019,154,Nationals,White Sox
2019,154,Rangers,Cardinals
2019,154,Cubs,Pirates
2019,154,Red Sox,Mariners
2019,154,Twins,Reds
2019,154,Astros,Diamondbacks
2019,154,Phillies,Brewers
2019,154,Blue Jays,Braves
2019,154,Indians,Rays
2019,154,Yankees,Dodgers
2019,154,Giants,Padres
2019,154,Athletics,Angels
2019,155,Indians,Angels
2019,155,Reds,Red Sox
2019,155,Blue Jays,White Sox
2019,155,Marlins,Royals
2019,155,Phillies,Mariners
2019,155,Yankees,Twins
2019,155,Cubs,Rangers
2019,155,Braves,Orioles
2019,155,Cardinals,Brewers
2019,155,Diamondbacks,Tigers
2019,155,Nationals,Pirates
2019,155,Padres,Rays
2019,155,Athletics,Rockies
2019,155,Giants,Astros
2019,155,Dodgers,Mets
2019,156,Twins,Reds
2019,156,Indians,Angels
2019,156,Athletics,Braves
2019,156,Mariners,Padres
2019,156,Phillies,Royals
2019,156,Orioles,Brewers
2019,156,Diamondbacks,White Sox
2019,156,Mets,Rockies
2019,156,Giants,Cubs
2019,156,Rays,Tigers
2019,156,Blue Jays,Rangers
2019,156,Pirates,Cardinals
2019,156,Nationals,Red Sox
2019,156,Astros,Marlins
2019,156,Dodgers,Yankees
2019,157,Orioles,Reds
2019,157,Pirates,Astros
2019,157,Angels,Marlins
2019,157,Twins,Dodgers
2019,157,Rays,Rockies
2019,157,Blue Jays,Mets
2019,157,White Sox,Phillies
2019,157,Red Sox,Yankees
2019,157,Braves,Mariners
2019,157,Cubs,Rangers
2019,157,Padres,Tigers
2019,157,Royals,Giants
2019,157,Diamondbacks,Indians
2019,157,Cardinals,Nationals
2019,157,Athletics,Brewers
2019,158,Cardinals,Dodgers
2019,158,White Sox,Astros
2019,158,Blue Jays,Braves
2019,158,Padres,Rangers
2019,158,Orioles,Rockies
2019,158,Marlins,Mets
2019,158,Brewers,Yankees
2019,158,Indians,Tigers
2019,158,Royals,Twins
2019,158,Pirates,Mariners
2019,158,Nationals,Cubs
2019,158,Giants,Athletics
2019,158,Reds,Diamondbacks
2019,158,Rays,Red Sox
2019,158,Phillies,Angels
2019,159,Yankees,Cardinals
2019,159,Red Sox,Orioles
2019,159,Diamondbacks,Giants
2019,159,Reds,Tigers
2019,159,Nationals,Brewers
2019,159,Rangers,Marlins
2019,159,Royals,Twins
2019,159,Pirates,Phillies
2019,159,Mariners,Astros
2019,159,Dodgers,Athletics
2019,159,Cubs,Mets
2019,159,Rays,Braves
2019,159,Angels,Blue Jays
2019,159,White Sox,Rockies
2019,159,Indians,Padres
2019,160,Twins,Marlins
2019,160,Yankees,Tigers
2019,160,Angels,Phillies
2019,160,Pirates,Blue Jays
2019,160,Astros,Braves
2019,160,Red Sox,Giants
2019,160,Athletics,Indians
2019,160,Mets,White Sox
2019,160,Rays,Reds
2019,160,Cubs,Nationals
2019,160,Diamondbacks,Brewers
2019,160,Rockies,Mariners
2019,160,Dodgers,Padres
2019,160,Royals,Orioles
2019,160,Cardinals,Rangers
2019,161,Rangers,Yankees
2019,161,Angels,Blue Jays
2019,161,Mets,Twins
2019,161,Rays,Rockies
2019,161,White Sox,Athletics
2019,161,Mariners,Astros
2019,161,Cubs,Braves
2019,161,Reds,Diamondbacks
2019,161,Indians,Pirates
2019,161,Padres,Red Sox
2019,161,Brewers,Orioles
2019,161,Phillies,Giants
2019,161,Dodgers,Royals
2019,161,Tigers,Cardinals
2019,161,Marlins,Nationals
2019,162,Rangers,Brewers
2019,162,White Sox,Rays
2019,162,Athletics,Padres
2019,162,Braves,Orioles
2019,162,Royals,Blue Jays
2019,162,Mets,Indians
2019,162,Tigers,Giants
2019,162,Red Sox,Nationals
2019,162,Rockies,Cubs
2019,162,Yankees,Diamondbacks
2019,162,Marlins,Astros
2019,162,Twins,Phillies
2019,162,Dodgers,Reds
2019,162,Cardinals,Pirates
2019,162,Mariners,Angels
